,description,fdc_id,data_type,food_category_id,publication_date
943,"Beef, cured, corned beef, canned",170602,sr_legacy_food,7.0,2019-04-01
944,"Beef, cured, dried",170604,sr_legacy_food,7.0,2019-04-01
945,"Beef, cured, luncheon meat, jellied",170202,sr_legacy_food,7.0,2019-04-01
946,"Beef, cured, pastrami",170204,sr_legacy_food,7.0,2019-04-01
947,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",168733,sr_legacy_food,13.0,2019-04-01
948,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",169563,sr_legacy_food,13.0,2019-04-01
949,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",169434,sr_legacy_food,13.0,2019-04-01
950,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",169435,sr_legacy_food,13.0,2019-04-01
951,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",169433,sr_legacy_food,13.0,2019-04-01
952,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",169554,sr_legacy_food,13.0,2019-04-01
953,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",169564,sr_legacy_food,13.0,2019-04-01
954,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",174774,sr_legacy_food,13.0,2019-04-01
955,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",174776,sr_legacy_food,13.0,2019-04-01
956,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",168610,sr_legacy_food,13.0,2019-04-01
957,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",168611,sr_legacy_food,13.0,2019-04-01
958,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",168609,sr_legacy_food,13.0,2019-04-01
959,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",174775,sr_legacy_food,13.0,2019-04-01
960,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw",174777,sr_legacy_food,13.0,2019-04-01
961,"Beef, grass-fed, ground, raw",168608,sr_legacy_food,13.0,2019-04-01
962,"Beef, grass-fed, strip steaks, lean only, raw",169429,sr_legacy_food,13.0,2019-04-01
963,"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",169473,sr_legacy_food,13.0,2019-04-01
964,"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",169474,sr_legacy_food,13.0,2019-04-01
965,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",168650,sr_legacy_food,13.0,2019-04-01
966,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",168651,sr_legacy_food,13.0,2019-04-01
967,"Beef, ground, 70% lean meat / 30% fat, raw",168652,sr_legacy_food,13.0,2019-04-01
968,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",174040,sr_legacy_food,13.0,2019-04-01
969,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",171801,sr_legacy_food,13.0,2019-04-01
970,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",174038,sr_legacy_food,13.0,2019-04-01
971,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled",174039,sr_legacy_food,13.0,2019-04-01
972,"Beef, ground, 75% lean meat / 25% fat, raw",174037,sr_legacy_food,13.0,2019-04-01
973,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",171799,sr_legacy_food,13.0,2019-04-01
974,"Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",171800,sr_legacy_food,13.0,2019-04-01
975,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",171797,sr_legacy_food,13.0,2019-04-01
976,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",171798,sr_legacy_food,13.0,2019-04-01
977,"Beef, ground, 80% lean meat / 20% fat, raw",174036,sr_legacy_food,13.0,2019-04-01
978,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",174034,sr_legacy_food,13.0,2019-04-01
979,"Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked",174035,sr_legacy_food,13.0,2019-04-01
980,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",174032,sr_legacy_food,13.0,2019-04-01
981,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled",174033,sr_legacy_food,13.0,2019-04-01
982,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",171796,sr_legacy_food,13.0,2019-04-01
983,"Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",171794,sr_legacy_food,13.0,2019-04-01
984,"Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",171795,sr_legacy_food,13.0,2019-04-01
985,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",174031,sr_legacy_food,13.0,2019-04-01
986,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",171793,sr_legacy_food,13.0,2019-04-01
987,"Beef, ground, 90% lean meat / 10% fat, raw",174030,sr_legacy_food,13.0,2019-04-01
988,"Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned",174755,sr_legacy_food,13.0,2019-04-01
989,"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",174754,sr_legacy_food,13.0,2019-04-01
990,"Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled",174752,sr_legacy_food,13.0,2019-04-01
991,"Beef, ground, 93% lean meat / 7% fat, raw",173110,sr_legacy_food,13.0,2019-04-01
992,"Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled",174753,sr_legacy_food,13.0,2019-04-01
993,"Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned",174028,sr_legacy_food,13.0,2019-04-01
994,"Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked",174029,sr_legacy_food,13.0,2019-04-01
995,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",171791,sr_legacy_food,13.0,2019-04-01
996,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",171792,sr_legacy_food,13.0,2019-04-01
997,"Beef, ground, 95% lean meat / 5% fat, raw",171790,sr_legacy_food,13.0,2019-04-01
998,"Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned",174756,sr_legacy_food,13.0,2019-04-01
999,"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",173114,sr_legacy_food,13.0,2019-04-01
1000,"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",173112,sr_legacy_food,13.0,2019-04-01
1001,"Beef, ground, 97% lean meat / 3% fat, raw",173111,sr_legacy_food,13.0,2019-04-01
1002,"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",173113,sr_legacy_food,13.0,2019-04-01
1003,"Beef, ground, patties, frozen, cooked, broiled",169447,sr_legacy_food,13.0,2019-04-01
1004,"Beef, ground, unspecified fat content, cooked",172161,sr_legacy_food,13.0,2019-04-01
1005,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",169571,sr_legacy_food,13.0,2019-04-01
1006,"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",174024,sr_legacy_food,13.0,2019-04-01
1007,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",173991,sr_legacy_food,13.0,2019-04-01
1008,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",173987,sr_legacy_food,13.0,2019-04-01
1009,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",171753,sr_legacy_food,13.0,2019-04-01
1010,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",171748,sr_legacy_food,13.0,2019-04-01
1011,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",171754,sr_legacy_food,13.0,2019-04-01
1012,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",171749,sr_legacy_food,13.0,2019-04-01
1013,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",174004,sr_legacy_food,13.0,2019-04-01
1014,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",171765,sr_legacy_food,13.0,2019-04-01
1015,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",174005,sr_legacy_food,13.0,2019-04-01
1016,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",174000,sr_legacy_food,13.0,2019-04-01
1017,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",174001,sr_legacy_food,13.0,2019-04-01
1018,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",174006,sr_legacy_food,13.0,2019-04-01
1019,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",170237,sr_legacy_food,13.0,2019-04-01
1020,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",173988,sr_legacy_food,13.0,2019-04-01
1021,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",170238,sr_legacy_food,13.0,2019-04-01
1022,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",173989,sr_legacy_food,13.0,2019-04-01
1023,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",170640,sr_legacy_food,13.0,2019-04-01
1024,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",173990,sr_legacy_food,13.0,2019-04-01
1025,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",170641,sr_legacy_food,13.0,2019-04-01
1026,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",171767,sr_legacy_food,13.0,2019-04-01
1027,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",170642,sr_legacy_food,13.0,2019-04-01
1028,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",171768,sr_legacy_food,13.0,2019-04-01
1029,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",170643,sr_legacy_food,13.0,2019-04-01
1030,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",171769,sr_legacy_food,13.0,2019-04-01
1031,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",170239,sr_legacy_food,13.0,2019-04-01
1032,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",171750,sr_legacy_food,13.0,2019-04-01
1033,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",170240,sr_legacy_food,13.0,2019-04-01
1034,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",171751,sr_legacy_food,13.0,2019-04-01
1035,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",168631,sr_legacy_food,13.0,2019-04-01
1036,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",171752,sr_legacy_food,13.0,2019-04-01
1037,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",168632,sr_legacy_food,13.0,2019-04-01
1038,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",174002,sr_legacy_food,13.0,2019-04-01
1039,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",169455,sr_legacy_food,13.0,2019-04-01
1040,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",174003,sr_legacy_food,13.0,2019-04-01
1041,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",169456,sr_legacy_food,13.0,2019-04-01
1042,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",171766,sr_legacy_food,13.0,2019-04-01
1043,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",174714,sr_legacy_food,13.0,2019-04-01
1044,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",171775,sr_legacy_food,13.0,2019-04-01
1045,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",174712,sr_legacy_food,13.0,2019-04-01
1046,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",173072,sr_legacy_food,13.0,2019-04-01
1047,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",174713,sr_legacy_food,13.0,2019-04-01
1048,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",171774,sr_legacy_food,13.0,2019-04-01
1049,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",173071,sr_legacy_food,13.0,2019-04-01
1050,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",174011,sr_legacy_food,13.0,2019-04-01
1051,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",173069,sr_legacy_food,13.0,2019-04-01
1052,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",174010,sr_legacy_food,13.0,2019-04-01
1053,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",173070,sr_legacy_food,13.0,2019-04-01
1054,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",174009,sr_legacy_food,13.0,2019-04-01
1055,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",169539,sr_legacy_food,13.0,2019-04-01
1056,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",169540,sr_legacy_food,13.0,2019-04-01
1057,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",168720,sr_legacy_food,13.0,2019-04-01
1058,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",168719,sr_legacy_food,13.0,2019-04-01
1059,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",173061,sr_legacy_food,13.0,2019-04-01
1060,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",174706,sr_legacy_food,13.0,2019-04-01
1061,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",174704,sr_legacy_food,13.0,2019-04-01
1062,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",174707,sr_legacy_food,13.0,2019-04-01
1063,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",174705,sr_legacy_food,13.0,2019-04-01
1064,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",173062,sr_legacy_food,13.0,2019-04-01
1065,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",172170,sr_legacy_food,13.0,2019-04-01
1066,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",172173,sr_legacy_food,13.0,2019-04-01
1067,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",172171,sr_legacy_food,13.0,2019-04-01
1068,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",172174,sr_legacy_food,13.0,2019-04-01
1069,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",172172,sr_legacy_food,13.0,2019-04-01
1070,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",173409,sr_legacy_food,13.0,2019-04-01
1071,"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",174693,sr_legacy_food,13.0,2019-04-01
1072,"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",174694,sr_legacy_food,13.0,2019-04-01
1073,"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",173050,sr_legacy_food,13.0,2019-04-01
1074,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",173051,sr_legacy_food,13.0,2019-04-01
1075,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",173407,sr_legacy_food,13.0,2019-04-01
1076,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",173052,sr_legacy_food,13.0,2019-04-01
1077,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",173053,sr_legacy_food,13.0,2019-04-01
1078,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",173408,sr_legacy_food,13.0,2019-04-01
1079,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",174695,sr_legacy_food,13.0,2019-04-01
1080,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",173395,sr_legacy_food,13.0,2019-04-01
1081,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",172158,sr_legacy_food,13.0,2019-04-01
1082,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",173396,sr_legacy_food,13.0,2019-04-01
1083,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",172159,sr_legacy_food,13.0,2019-04-01
1084,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",172157,sr_legacy_food,13.0,2019-04-01
1085,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",172160,sr_legacy_food,13.0,2019-04-01
1086,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",173373,sr_legacy_food,13.0,2019-04-01
1087,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",173374,sr_legacy_food,13.0,2019-04-01
1088,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",173375,sr_legacy_food,13.0,2019-04-01
1089,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",172137,sr_legacy_food,13.0,2019-04-01
1090,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",172138,sr_legacy_food,13.0,2019-04-01
1091,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",172139,sr_legacy_food,13.0,2019-04-01
1092,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",173397,sr_legacy_food,13.0,2019-04-01
1093,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",173400,sr_legacy_food,13.0,2019-04-01
1094,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",173398,sr_legacy_food,13.0,2019-04-01
1095,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",172162,sr_legacy_food,13.0,2019-04-01
1096,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",173399,sr_legacy_food,13.0,2019-04-01
1097,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",172163,sr_legacy_food,13.0,2019-04-01
1098,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",172140,sr_legacy_food,13.0,2019-04-01
1099,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",173376,sr_legacy_food,13.0,2019-04-01
1100,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",173377,sr_legacy_food,13.0,2019-04-01
1101,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",173378,sr_legacy_food,13.0,2019-04-01
1102,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",173379,sr_legacy_food,13.0,2019-04-01
1103,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",172141,sr_legacy_food,13.0,2019-04-01
1104,"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",171787,sr_legacy_food,13.0,2019-04-01
1105,"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",168744,sr_legacy_food,13.0,2019-04-01
1106,"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",171788,sr_legacy_food,13.0,2019-04-01
1107,"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",168745,sr_legacy_food,13.0,2019-04-01
1108,"Beef, retail cuts, separable fat, cooked",168606,sr_legacy_food,13.0,2019-04-01
1109,"Beef, retail cuts, separable fat, raw",168605,sr_legacy_food,13.0,2019-04-01
1110,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",172150,sr_legacy_food,13.0,2019-04-01
1111,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",173388,sr_legacy_food,13.0,2019-04-01
1112,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",172149,sr_legacy_food,13.0,2019-04-01
1113,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",170836,sr_legacy_food,13.0,2019-04-01
1114,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",171210,sr_legacy_food,13.0,2019-04-01
1115,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",170837,sr_legacy_food,13.0,2019-04-01
1116,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",172153,sr_legacy_food,13.0,2019-04-01
1117,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",172154,sr_legacy_food,13.0,2019-04-01
1118,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",172155,sr_legacy_food,13.0,2019-04-01
1119,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",171239,sr_legacy_food,13.0,2019-04-01
1120,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",170842,sr_legacy_food,13.0,2019-04-01
1121,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",173372,sr_legacy_food,13.0,2019-04-01
1122,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",173387,sr_legacy_food,13.0,2019-04-01
1123,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",173385,sr_legacy_food,13.0,2019-04-01
1124,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",173386,sr_legacy_food,13.0,2019-04-01
1125,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",171236,sr_legacy_food,13.0,2019-04-01
1126,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",171237,sr_legacy_food,13.0,2019-04-01
1127,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",171238,sr_legacy_food,13.0,2019-04-01
1128,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",172164,sr_legacy_food,13.0,2019-04-01
1129,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",173402,sr_legacy_food,13.0,2019-04-01
1130,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",172165,sr_legacy_food,13.0,2019-04-01
1131,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",173403,sr_legacy_food,13.0,2019-04-01
1132,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",173401,sr_legacy_food,13.0,2019-04-01
1133,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",173404,sr_legacy_food,13.0,2019-04-01
1134,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",172142,sr_legacy_food,13.0,2019-04-01
1135,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",172143,sr_legacy_food,13.0,2019-04-01
1136,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",172144,sr_legacy_food,13.0,2019-04-01
1137,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",173380,sr_legacy_food,13.0,2019-04-01
1138,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",173381,sr_legacy_food,13.0,2019-04-01
1139,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",173382,sr_legacy_food,13.0,2019-04-01
1140,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",173392,sr_legacy_food,13.0,2019-04-01
1141,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",173390,sr_legacy_food,13.0,2019-04-01
1142,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",173391,sr_legacy_food,13.0,2019-04-01
