,description,fdc_id,data_type,food_category_id,publication_date
4444,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",172508,sr_legacy_food,17.0,2019-04-01
4445,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",172482,sr_legacy_food,17.0,2019-04-01
4446,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172481,sr_legacy_food,17.0,2019-04-01
4447,"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",172547,sr_legacy_food,17.0,2019-04-01
4448,"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",174371,sr_legacy_food,17.0,2019-04-01
4449,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",172484,sr_legacy_food,17.0,2019-04-01
4450,"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",172483,sr_legacy_food,17.0,2019-04-01
4451,"Lamb, ground, cooked, broiled",172544,sr_legacy_food,17.0,2019-04-01
4452,"Lamb, ground, raw",174370,sr_legacy_food,17.0,2019-04-01
4453,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",172485,sr_legacy_food,17.0,2019-04-01
4454,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",174315,sr_legacy_food,17.0,2019-04-01
4455,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",172548,sr_legacy_food,17.0,2019-04-01
4456,"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",174374,sr_legacy_food,17.0,2019-04-01
4457,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",172487,sr_legacy_food,17.0,2019-04-01
4458,"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",172486,sr_legacy_food,17.0,2019-04-01
4459,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174316,sr_legacy_food,17.0,2019-04-01
4460,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172488,sr_legacy_food,17.0,2019-04-01
4461,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",172550,sr_legacy_food,17.0,2019-04-01
4462,"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",172549,sr_legacy_food,17.0,2019-04-01
4463,"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",174318,sr_legacy_food,17.0,2019-04-01
4464,"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",174317,sr_legacy_food,17.0,2019-04-01
4465,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174312,sr_legacy_food,17.0,2019-04-01
4466,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",174311,sr_legacy_food,17.0,2019-04-01
4467,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",174373,sr_legacy_food,17.0,2019-04-01
4468,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, raw",174372,sr_legacy_food,17.0,2019-04-01
4469,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",174314,sr_legacy_food,17.0,2019-04-01
4470,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",174313,sr_legacy_food,17.0,2019-04-01
4471,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",172489,sr_legacy_food,17.0,2019-04-01
4472,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",172490,sr_legacy_food,17.0,2019-04-01
4473,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",174319,sr_legacy_food,17.0,2019-04-01
4474,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",174375,sr_legacy_food,17.0,2019-04-01
4475,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",174376,sr_legacy_food,17.0,2019-04-01
4476,"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",172551,sr_legacy_food,17.0,2019-04-01
4477,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",172492,sr_legacy_food,17.0,2019-04-01
4478,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",174320,sr_legacy_food,17.0,2019-04-01
4479,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",172491,sr_legacy_food,17.0,2019-04-01
4480,"Lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, raw",174388,sr_legacy_food,17.0,2019-04-01
4481,"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",174322,sr_legacy_food,17.0,2019-04-01
4482,"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174323,sr_legacy_food,17.0,2019-04-01
4483,"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, raw",174321,sr_legacy_food,17.0,2019-04-01
4484,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",174378,sr_legacy_food,17.0,2019-04-01
4485,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",172552,sr_legacy_food,17.0,2019-04-01
4486,"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, raw",174377,sr_legacy_food,17.0,2019-04-01
4487,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",172494,sr_legacy_food,17.0,2019-04-01
4488,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",172495,sr_legacy_food,17.0,2019-04-01
4489,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",172493,sr_legacy_food,17.0,2019-04-01
4490,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",172501,sr_legacy_food,17.0,2019-04-01
4491,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",174328,sr_legacy_food,17.0,2019-04-01
4492,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174329,sr_legacy_food,17.0,2019-04-01
4493,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172500,sr_legacy_food,17.0,2019-04-01
4494,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",174381,sr_legacy_food,17.0,2019-04-01
4495,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, raw",174380,sr_legacy_food,17.0,2019-04-01
4496,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, roasted",174383,sr_legacy_food,17.0,2019-04-01
4497,"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",174382,sr_legacy_food,17.0,2019-04-01
4498,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",174331,sr_legacy_food,17.0,2019-04-01
4499,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",172502,sr_legacy_food,17.0,2019-04-01
4500,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",172503,sr_legacy_food,17.0,2019-04-01
4501,"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, raw",174330,sr_legacy_food,17.0,2019-04-01
4502,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",172505,sr_legacy_food,17.0,2019-04-01
4503,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",174332,sr_legacy_food,17.0,2019-04-01
4504,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174333,sr_legacy_food,17.0,2019-04-01
4505,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, raw",172504,sr_legacy_food,17.0,2019-04-01
4506,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",172557,sr_legacy_food,17.0,2019-04-01
4507,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",172558,sr_legacy_food,17.0,2019-04-01
4508,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",172559,sr_legacy_food,17.0,2019-04-01
4509,"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, raw",172556,sr_legacy_food,17.0,2019-04-01
4510,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",174335,sr_legacy_food,17.0,2019-04-01
4511,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",172506,sr_legacy_food,17.0,2019-04-01
4512,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",172507,sr_legacy_food,17.0,2019-04-01
4513,"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, raw",174334,sr_legacy_food,17.0,2019-04-01
4514,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",172497,sr_legacy_food,17.0,2019-04-01
4515,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",174324,sr_legacy_food,17.0,2019-04-01
4516,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",174325,sr_legacy_food,17.0,2019-04-01
4517,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",172496,sr_legacy_food,17.0,2019-04-01
4518,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",172554,sr_legacy_food,17.0,2019-04-01
4519,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",172555,sr_legacy_food,17.0,2019-04-01
4520,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",174379,sr_legacy_food,17.0,2019-04-01
4521,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, choice, raw",172553,sr_legacy_food,17.0,2019-04-01
4522,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",174327,sr_legacy_food,17.0,2019-04-01
4523,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",172498,sr_legacy_food,17.0,2019-04-01
4524,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",172499,sr_legacy_food,17.0,2019-04-01
4525,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, raw",174326,sr_legacy_food,17.0,2019-04-01
4526,"Lamb, variety meats and by-products, brain, cooked, braised",172526,sr_legacy_food,17.0,2019-04-01
4527,"Lamb, variety meats and by-products, brain, cooked, pan-fried",174350,sr_legacy_food,17.0,2019-04-01
4528,"Lamb, variety meats and by-products, brain, raw",172525,sr_legacy_food,17.0,2019-04-01
4529,"Lamb, variety meats and by-products, heart, cooked, braised",172528,sr_legacy_food,17.0,2019-04-01
4530,"Lamb, variety meats and by-products, heart, raw",172527,sr_legacy_food,17.0,2019-04-01
4531,"Lamb, variety meats and by-products, kidneys, cooked, braised",174355,sr_legacy_food,17.0,2019-04-01
4532,"Lamb, variety meats and by-products, kidneys, raw",174354,sr_legacy_food,17.0,2019-04-01
4533,"Lamb, variety meats and by-products, liver, cooked, braised",172532,sr_legacy_food,17.0,2019-04-01
4534,"Lamb, variety meats and by-products, liver, cooked, pan-fried",172533,sr_legacy_food,17.0,2019-04-01
4535,"Lamb, variety meats and by-products, liver, raw",172531,sr_legacy_food,17.0,2019-04-01
4536,"Lamb, variety meats and by-products, lungs, cooked, braised",174360,sr_legacy_food,17.0,2019-04-01
4537,"Lamb, variety meats and by-products, lungs, raw",174359,sr_legacy_food,17.0,2019-04-01
4538,"Lamb, variety meats and by-products, mechanically separated, raw",172537,sr_legacy_food,17.0,2019-04-01
4539,"Lamb, variety meats and by-products, pancreas, cooked, braised",172539,sr_legacy_food,17.0,2019-04-01
4540,"Lamb, variety meats and by-products, pancreas, raw",172538,sr_legacy_food,17.0,2019-04-01
4541,"Lamb, variety meats and by-products, spleen, cooked, braised",174365,sr_legacy_food,17.0,2019-04-01
4542,"Lamb, variety meats and by-products, spleen, raw",174364,sr_legacy_food,17.0,2019-04-01
4543,"Lamb, variety meats and by-products, tongue, cooked, braised",174367,sr_legacy_food,17.0,2019-04-01
4544,"Lamb, variety meats and by-products, tongue, raw",174366,sr_legacy_food,17.0,2019-04-01
4545,"Lambsquarters, cooked, boiled, drained, with salt",168534,sr_legacy_food,11.0,2019-04-01
4546,"Lambsquarters, cooked, boiled, drained, without salt",169245,sr_legacy_food,11.0,2019-04-01
4547,"Lambsquarters, raw",169244,sr_legacy_food,11.0,2019-04-01
4548,"Lambsquarters, raw (Northern Plains Indians)",168995,sr_legacy_food,24.0,2019-04-01
4549,"Lambsquarters, steamed (Northern Plains Indians)",169815,sr_legacy_food,24.0,2019-04-01
4550,Lard,171401,sr_legacy_food,4.0,2019-04-01
4551,"Lasagna with meat & sauce, frozen entree",173334,sr_legacy_food,22.0,2019-04-01
4552,"Lasagna with meat & sauce, low-fat, frozen entree",172101,sr_legacy_food,22.0,2019-04-01
4553,"Lasagna with meat sauce, frozen, prepared",172114,sr_legacy_food,22.0,2019-04-01
4554,"Lasagna, Vegetable, frozen, baked",172106,sr_legacy_food,22.0,2019-04-01
4555,"Lasagna, cheese, frozen, prepared",173333,sr_legacy_food,22.0,2019-04-01
4556,"Lasagna, cheese, frozen, unprepared",168960,sr_legacy_food,22.0,2019-04-01
4557,"Lean Pockets, Meatballs & Mozzarella",172109,sr_legacy_food,22.0,2019-04-01
4558,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",172803,sr_legacy_food,18.0,2019-04-01
4559,"Leavening agents, baking powder, double-acting, straight phosphate",172804,sr_legacy_food,18.0,2019-04-01
4560,"Leavening agents, baking powder, low-sodium",172805,sr_legacy_food,18.0,2019-04-01
4561,"Leavening agents, baking soda",175040,sr_legacy_food,18.0,2019-04-01
4562,"Leavening agents, cream of tartar",175041,sr_legacy_food,18.0,2019-04-01
4563,"Leavening agents, yeast, baker's, active dry",175043,sr_legacy_food,18.0,2019-04-01
4564,"Leavening agents, yeast, baker's, compressed",175042,sr_legacy_food,18.0,2019-04-01
4565,"Lebanon bologna, beef",173868,sr_legacy_food,7.0,2019-04-01
4566,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",168535,sr_legacy_food,11.0,2019-04-01
4567,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",168426,sr_legacy_food,11.0,2019-04-01
4568,"Leeks, (bulb and lower leaf-portion), raw",169246,sr_legacy_food,11.0,2019-04-01
4569,"Leeks, (bulb and lower-leaf portion), freeze-dried",170485,sr_legacy_food,11.0,2019-04-01
4570,"Lemon grass (citronella), raw",168573,sr_legacy_food,11.0,2019-04-01
4571,"Lemon juice from concentrate, bottled, CONCORD",167801,sr_legacy_food,9.0,2019-04-01
4572,"Lemon juice from concentrate, bottled, REAL LEMON",167802,sr_legacy_food,9.0,2019-04-01
4573,"Lemon juice from concentrate, canned or bottled",167748,sr_legacy_food,9.0,2019-04-01
4574,"Lemon juice, raw",167747,sr_legacy_food,9.0,2019-04-01
4575,"Lemon peel, raw",167749,sr_legacy_food,9.0,2019-04-01
4576,"Lemonade, frozen concentrate, pink",173666,sr_legacy_food,14.0,2019-04-01
4577,"Lemonade, frozen concentrate, white",173216,sr_legacy_food,14.0,2019-04-01
4578,"Lemonade, frozen concentrate, white, prepared with water",173217,sr_legacy_food,14.0,2019-04-01
4579,"Lemonade, powder, prepared with water",174859,sr_legacy_food,14.0,2019-04-01
4580,"Lemons, raw, without peel",167746,sr_legacy_food,9.0,2019-04-01
4581,"Lentils, mature seeds, cooked, boiled, with salt",175254,sr_legacy_food,16.0,2019-04-01
4582,"Lentils, mature seeds, cooked, boiled, without salt",172421,sr_legacy_food,16.0,2019-04-01
4583,"Lentils, pink or red, raw",174284,sr_legacy_food,16.0,2019-04-01
4584,"Lentils, raw",172420,sr_legacy_food,16.0,2019-04-01
4585,"Lentils, sprouted, cooked, stir-fried, with salt",168551,sr_legacy_food,11.0,2019-04-01
4586,"Lentils, sprouted, cooked, stir-fried, without salt",168428,sr_legacy_food,11.0,2019-04-01
4587,"Lentils, sprouted, raw",168427,sr_legacy_food,11.0,2019-04-01
4588,"Lettuce, butterhead (includes boston and bibb types), raw",168429,sr_legacy_food,11.0,2019-04-01
4589,"Lettuce, cos or romaine, raw",169247,sr_legacy_food,11.0,2019-04-01
4590,"Lettuce, green leaf, raw",169249,sr_legacy_food,11.0,2019-04-01
4591,"Lettuce, iceberg (includes crisphead types), raw",169248,sr_legacy_food,11.0,2019-04-01
4592,"Lettuce, red leaf, raw",168431,sr_legacy_food,11.0,2019-04-01
4593,"Light Ice Cream, soft serve, blended with cookie pieces",172085,sr_legacy_food,21.0,2019-04-01
4594,"Light Ice Cream, soft serve, blended with milk chocolate candies",173324,sr_legacy_food,21.0,2019-04-01
4595,"Light ice cream, Creamsicle",171307,sr_legacy_food,1.0,2019-04-01
4596,"Lima beans, immature seeds, canned, no salt added, solids and liquids",169317,sr_legacy_food,11.0,2019-04-01
4597,"Lima beans, immature seeds, canned, regular pack, solids and liquids",169136,sr_legacy_food,11.0,2019-04-01
4598,"Lima beans, immature seeds, cooked, boiled, drained, with salt",169316,sr_legacy_food,11.0,2019-04-01
4599,"Lima beans, immature seeds, cooked, boiled, drained, without salt",169135,sr_legacy_food,11.0,2019-04-01
4600,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",169318,sr_legacy_food,11.0,2019-04-01
4601,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",169956,sr_legacy_food,11.0,2019-04-01
4602,"Lima beans, immature seeds, frozen, baby, unprepared",169955,sr_legacy_food,11.0,2019-04-01
4603,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",168498,sr_legacy_food,11.0,2019-04-01
4604,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",169954,sr_legacy_food,11.0,2019-04-01
4605,"Lima beans, immature seeds, frozen, fordhook, unprepared",169953,sr_legacy_food,11.0,2019-04-01
4606,"Lima beans, immature seeds, raw",168396,sr_legacy_food,11.0,2019-04-01
4607,"Lima beans, large, mature seeds, canned",174254,sr_legacy_food,16.0,2019-04-01
4608,"Lima beans, large, mature seeds, cooked, boiled, with salt",173802,sr_legacy_food,16.0,2019-04-01
4609,"Lima beans, large, mature seeds, cooked, boiled, without salt",174253,sr_legacy_food,16.0,2019-04-01
4610,"Lima beans, large, mature seeds, raw",174252,sr_legacy_food,16.0,2019-04-01
4611,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",173803,sr_legacy_food,16.0,2019-04-01
4612,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",172422,sr_legacy_food,16.0,2019-04-01
4613,"Lima beans, thin seeded (baby), mature seeds, raw",174255,sr_legacy_food,16.0,2019-04-01
4614,"Lime juice, canned or bottled, unsweetened",168157,sr_legacy_food,9.0,2019-04-01
4615,"Lime juice, raw",168156,sr_legacy_food,9.0,2019-04-01
4616,"Limeade, frozen concentrate, prepared with water",174862,sr_legacy_food,14.0,2019-04-01
4617,"Limes, raw",168155,sr_legacy_food,9.0,2019-04-01
4618,"Litchis, dried",169087,sr_legacy_food,9.0,2019-04-01
4619,"Litchis, raw",169086,sr_legacy_food,9.0,2019-04-01
4620,"Liver cheese, pork",173869,sr_legacy_food,7.0,2019-04-01
4621,"Liver sausage, liverwurst, pork",173870,sr_legacy_food,7.0,2019-04-01
4622,Liverwurst spread,174596,sr_legacy_food,7.0,2019-04-01
4623,"Loganberries, frozen",169088,sr_legacy_food,9.0,2019-04-01
4624,"Longans, dried",169907,sr_legacy_food,9.0,2019-04-01
4625,"Longans, raw",169089,sr_legacy_food,9.0,2019-04-01
4626,"Loquats, raw",169908,sr_legacy_food,9.0,2019-04-01
4627,"Lotus root, cooked, boiled, drained, with salt",168536,sr_legacy_food,11.0,2019-04-01
4628,"Lotus root, cooked, boiled, drained, without salt",168430,sr_legacy_food,11.0,2019-04-01
4629,"Lotus root, raw",169250,sr_legacy_food,11.0,2019-04-01
4630,"Luncheon meat, pork and chicken, minced, canned, includes Spam Lite",174594,sr_legacy_food,7.0,2019-04-01
4631,"Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)",172951,sr_legacy_food,7.0,2019-04-01
4632,"Luncheon meat, pork, canned",174571,sr_legacy_food,7.0,2019-04-01
4633,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",172950,sr_legacy_food,7.0,2019-04-01
4634,"Luncheon sausage, pork and beef",174587,sr_legacy_food,7.0,2019-04-01
4635,"Luncheon slices, meatless",169066,sr_legacy_food,16.0,2019-04-01
4636,"Lupins, mature seeds, cooked, boiled, with salt",173804,sr_legacy_food,16.0,2019-04-01
4637,"Lupins, mature seeds, cooked, boiled, without salt",172424,sr_legacy_food,16.0,2019-04-01
4638,"Lupins, mature seeds, raw",172423,sr_legacy_food,16.0,2019-04-01
4639,"Luxury loaf, pork",172931,sr_legacy_food,7.0,2019-04-01
4640,"MORI-NU, Tofu, silken, extra firm",172462,sr_legacy_food,16.0,2019-04-01
4641,"MORI-NU, Tofu, silken, firm",172461,sr_legacy_food,16.0,2019-04-01
4642,"MORI-NU, Tofu, silken, lite extra firm",172464,sr_legacy_food,16.0,2019-04-01
4643,"MORI-NU, Tofu, silken, lite firm",172463,sr_legacy_food,16.0,2019-04-01
4644,"MORI-NU, Tofu, silken, soft",174292,sr_legacy_food,16.0,2019-04-01
4645,"Macaroni and Cheese, canned entree",173325,sr_legacy_food,22.0,2019-04-01
4646,"Macaroni and Cheese, canned, microwavable",173337,sr_legacy_food,22.0,2019-04-01
4647,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",173340,sr_legacy_food,22.0,2019-04-01
4648,"Macaroni and cheese loaf, chicken, pork and beef",172965,sr_legacy_food,7.0,2019-04-01
4649,"Macaroni and cheese, box mix with cheese sauce, prepared",169770,sr_legacy_food,22.0,2019-04-01
4650,"Macaroni and cheese, box mix with cheese sauce, unprepared",169769,sr_legacy_food,22.0,2019-04-01
4651,"Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",173341,sr_legacy_food,22.0,2019-04-01
4652,"Macaroni and cheese, frozen entree",173342,sr_legacy_food,22.0,2019-04-01
4653,"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",169774,sr_legacy_food,22.0,2019-04-01
4654,"Macaroni or noodles with cheese, microwaveable, unprepared",169776,sr_legacy_food,22.0,2019-04-01
4655,"Macaroni, vegetable, enriched, cooked",168904,sr_legacy_food,20.0,2019-04-01
4656,"Macaroni, vegetable, enriched, dry",168903,sr_legacy_food,20.0,2019-04-01
4657,"Malabar spinach, cooked",169400,sr_legacy_food,11.0,2019-04-01
4658,"Malt beverage, includes non-alcoholic beer",174863,sr_legacy_food,14.0,2019-04-01
4659,"Mammy-apple, (mamey), raw",169909,sr_legacy_food,9.0,2019-04-01
4660,"Mango nectar, canned",167785,sr_legacy_food,9.0,2019-04-01
4661,"Mango, dried, sweetened",169091,sr_legacy_food,9.0,2019-04-01
4662,"Mangos, raw",169910,sr_legacy_food,9.0,2019-04-01
4663,"Mangosteen, canned, syrup pack",169090,sr_legacy_food,9.0,2019-04-01
4664,"Maraschino cherries, canned, drained",167766,sr_legacy_food,9.0,2019-04-01
4665,"Margarine Spread, 40-49% fat, tub",173589,sr_legacy_food,4.0,2019-04-01
4666,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",173587,sr_legacy_food,4.0,2019-04-01
4667,"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",171432,sr_legacy_food,4.0,2019-04-01
4668,"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",173605,sr_legacy_food,4.0,2019-04-01
4669,"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",172369,sr_legacy_food,4.0,2019-04-01
4670,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",171431,sr_legacy_food,4.0,2019-04-01
4671,"Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick",173588,sr_legacy_food,4.0,2019-04-01
4672,"Margarine, regular, 80% fat, composite, stick, with salt",172346,sr_legacy_food,4.0,2019-04-01
4673,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",171435,sr_legacy_food,4.0,2019-04-01
4674,"Margarine, regular, 80% fat, composite, stick, without salt",173585,sr_legacy_food,4.0,2019-04-01
4675,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D",171040,sr_legacy_food,4.0,2019-04-01
4676,"Margarine, regular, 80% fat, composite, tub, with salt",172347,sr_legacy_food,4.0,2019-04-01
4677,"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",171436,sr_legacy_food,4.0,2019-04-01
4678,"Margarine, regular, 80% fat, composite, tub, without salt",172349,sr_legacy_food,4.0,2019-04-01
4679,"Margarine, regular, hard, soybean (hydrogenated)",171018,sr_legacy_food,4.0,2019-04-01
4680,"Margarine,spread, 35-39% fat, tub",171415,sr_legacy_food,4.0,2019-04-01
4681,"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",173599,sr_legacy_food,4.0,2019-04-01
4682,"Margarine-like spread with yogurt, 70% fat, stick, with salt",172352,sr_legacy_food,4.0,2019-04-01
4683,"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",173586,sr_legacy_food,4.0,2019-04-01
4684,"Margarine-like spread, BENECOL Light Spread",171035,sr_legacy_food,4.0,2019-04-01
4685,"Margarine-like spread, SMART BALANCE Light Buttery Spread",172372,sr_legacy_food,4.0,2019-04-01
4686,"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)",173610,sr_legacy_food,4.0,2019-04-01
4687,"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",172371,sr_legacy_food,4.0,2019-04-01
4688,"Margarine-like spread, SMART BEAT Smart Squeeze",173609,sr_legacy_food,4.0,2019-04-01
4689,"Margarine-like spread, SMART BEAT Super Light without saturated fat",173608,sr_legacy_food,4.0,2019-04-01
4690,"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D",171039,sr_legacy_food,4.0,2019-04-01
4691,"Margarine-like, butter-margarine blend, 80% fat, stick, without salt",169052,sr_legacy_food,4.0,2019-04-01
4692,"Margarine-like, margarine-butter blend, soybean oil and butter",172339,sr_legacy_food,4.0,2019-04-01
4693,"Margarine-like, vegetable oil spread, 20% fat, with salt",172354,sr_legacy_food,4.0,2019-04-01
